Date,Source,Site ID,POC,Daily Mean PM10 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/28/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
1/29/2020,AQS,560056666,1,7,ug/m3 SC,6,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
1/30/2020,AQS,560056666,1,6,ug/m3 SC,6,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
1/31/2020,AQS,560056666,1,13,ug/m3 SC,12,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/1/2020,AQS,560056666,1,19,ug/m3 SC,18,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/2/2020,AQS,560056666,1,5,ug/m3 SC,5,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/3/2020,AQS,560056666,1,-1,ug/m3 SC,0,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/4/2020,AQS,560056666,1,5,ug/m3 SC,5,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/5/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/6/2020,AQS,560056666,1,7,ug/m3 SC,6,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/7/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/8/2020,AQS,560056666,1,7,ug/m3 SC,6,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/9/2020,AQS,560056666,1,7,ug/m3 SC,6,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/10/2020,AQS,560056666,1,9,ug/m3 SC,8,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/11/2020,AQS,560056666,1,13,ug/m3 SC,12,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/12/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/13/2020,AQS,560056666,1,13,ug/m3 SC,12,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/14/2020,AQS,560056666,1,23,ug/m3 SC,21,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/15/2020,AQS,560056666,1,11,ug/m3 SC,10,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/16/2020,AQS,560056666,1,10,ug/m3 SC,9,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/17/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/18/2020,AQS,560056666,1,12,ug/m3 SC,11,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/19/2020,AQS,560056666,1,10,ug/m3 SC,9,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/20/2020,AQS,560056666,1,18,ug/m3 SC,17,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/21/2020,AQS,560056666,1,19,ug/m3 SC,18,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/22/2020,AQS,560056666,1,15,ug/m3 SC,14,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/23/2020,AQS,560056666,1,12,ug/m3 SC,11,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/24/2020,AQS,560056666,1,23,ug/m3 SC,21,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/25/2020,AQS,560056666,1,11,ug/m3 SC,10,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/26/2020,AQS,560056666,1,15,ug/m3 SC,14,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/27/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/28/2020,AQS,560056666,1,18,ug/m3 SC,17,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
2/29/2020,AQS,560056666,1,20,ug/m3 SC,19,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/1/2020,AQS,560056666,1,13,ug/m3 SC,12,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/2/2020,AQS,560056666,1,25,ug/m3 SC,23,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/3/2020,AQS,560056666,1,16,ug/m3 SC,15,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/4/2020,AQS,560056666,1,24,ug/m3 SC,22,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/5/2020,AQS,560056666,1,11,ug/m3 SC,10,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/6/2020,AQS,560056666,1,12,ug/m3 SC,11,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/7/2020,AQS,560056666,1,14,ug/m3 SC,13,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/8/2020,AQS,560056666,1,13,ug/m3 SC,12,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/9/2020,AQS,560056666,1,11,ug/m3 SC,10,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/10/2020,AQS,560056666,1,11,ug/m3 SC,10,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/11/2020,AQS,560056666,1,29,ug/m3 SC,27,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/12/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/13/2020,AQS,560056666,1,12,ug/m3 SC,11,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/14/2020,AQS,560056666,1,4,ug/m3 SC,4,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/15/2020,AQS,560056666,1,4,ug/m3 SC,4,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/16/2020,AQS,560056666,1,5,ug/m3 SC,5,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/17/2020,AQS,560056666,1,9,ug/m3 SC,8,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/18/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/19/2020,AQS,560056666,1,7,ug/m3 SC,6,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/20/2020,AQS,560056666,1,9,ug/m3 SC,8,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/21/2020,AQS,560056666,1,11,ug/m3 SC,10,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/22/2020,AQS,560056666,1,16,ug/m3 SC,15,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/23/2020,AQS,560056666,1,12,ug/m3 SC,11,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/24/2020,AQS,560056666,1,14,ug/m3 SC,13,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/25/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/26/2020,AQS,560056666,1,9,ug/m3 SC,8,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/27/2020,AQS,560056666,1,12,ug/m3 SC,11,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/28/2020,AQS,560056666,1,19,ug/m3 SC,18,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/29/2020,AQS,560056666,1,14,ug/m3 SC,13,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/30/2020,AQS,560056666,1,18,ug/m3 SC,17,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
3/31/2020,AQS,560056666,1,28,ug/m3 SC,26,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/1/2020,AQS,560056666,1,13,ug/m3 SC,12,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/2/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/3/2020,AQS,560056666,1,12,ug/m3 SC,11,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/4/2020,AQS,560056666,1,9,ug/m3 SC,8,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/5/2020,AQS,560056666,1,18,ug/m3 SC,17,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/6/2020,AQS,560056666,1,43,ug/m3 SC,40,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/7/2020,AQS,560056666,1,16,ug/m3 SC,15,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/8/2020,AQS,560056666,1,22,ug/m3 SC,20,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/9/2020,AQS,560056666,1,14,ug/m3 SC,13,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/10/2020,AQS,560056666,1,19,ug/m3 SC,18,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/11/2020,AQS,560056666,1,13,ug/m3 SC,12,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/12/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/13/2020,AQS,560056666,1,19,ug/m3 SC,18,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/14/2020,AQS,560056666,1,14,ug/m3 SC,13,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/15/2020,AQS,560056666,1,13,ug/m3 SC,12,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/16/2020,AQS,560056666,1,11,ug/m3 SC,10,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/17/2020,AQS,560056666,1,12,ug/m3 SC,11,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/18/2020,AQS,560056666,1,15,ug/m3 SC,14,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/19/2020,AQS,560056666,1,9,ug/m3 SC,8,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/20/2020,AQS,560056666,1,21,ug/m3 SC,19,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/21/2020,AQS,560056666,1,17,ug/m3 SC,16,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/22/2020,AQS,560056666,1,23,ug/m3 SC,21,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/23/2020,AQS,560056666,1,47,ug/m3 SC,44,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/24/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/25/2020,AQS,560056666,1,11,ug/m3 SC,10,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/26/2020,AQS,560056666,1,14,ug/m3 SC,13,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/27/2020,AQS,560056666,1,20,ug/m3 SC,19,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/28/2020,AQS,560056666,1,51,ug/m3 SC,47,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/29/2020,AQS,560056666,1,21,ug/m3 SC,19,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
4/30/2020,AQS,560056666,1,22,ug/m3 SC,20,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/1/2020,AQS,560056666,1,15,ug/m3 SC,14,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/2/2020,AQS,560056666,1,9,ug/m3 SC,8,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/3/2020,AQS,560056666,1,12,ug/m3 SC,11,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/4/2020,AQS,560056666,1,11,ug/m3 SC,10,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/5/2020,AQS,560056666,1,21,ug/m3 SC,19,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/6/2020,AQS,560056666,1,13,ug/m3 SC,12,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/7/2020,AQS,560056666,1,43,ug/m3 SC,40,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/8/2020,AQS,560056666,1,11,ug/m3 SC,10,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/9/2020,AQS,560056666,1,31,ug/m3 SC,29,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/10/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/11/2020,AQS,560056666,1,7,ug/m3 SC,6,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/12/2020,AQS,560056666,1,5,ug/m3 SC,5,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/13/2020,AQS,560056666,1,6,ug/m3 SC,6,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/14/2020,AQS,560056666,1,10,ug/m3 SC,9,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/15/2020,AQS,560056666,1,6,ug/m3 SC,6,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/16/2020,AQS,560056666,1,7,ug/m3 SC,6,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/17/2020,AQS,560056666,1,6,ug/m3 SC,6,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/18/2020,AQS,560056666,1,13,ug/m3 SC,12,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/19/2020,AQS,560056666,1,22,ug/m3 SC,20,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/20/2020,AQS,560056666,1,21,ug/m3 SC,19,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/21/2020,AQS,560056666,1,10,ug/m3 SC,9,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/22/2020,AQS,560056666,1,13,ug/m3 SC,12,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/23/2020,AQS,560056666,1,11,ug/m3 SC,10,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/24/2020,AQS,560056666,1,5,ug/m3 SC,5,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/25/2020,AQS,560056666,1,8,ug/m3 SC,7,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/26/2020,AQS,560056666,1,15,ug/m3 SC,14,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/27/2020,AQS,560056666,1,18,ug/m3 SC,17,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/28/2020,AQS,560056666,1,20,ug/m3 SC,19,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/29/2020,AQS,560056666,1,18,ug/m3 SC,17,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/30/2020,AQS,560056666,1,14,ug/m3 SC,13,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
5/31/2020,AQS,560056666,1,26,ug/m3 SC,24,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/1/2020,AQS,560056666,1,27,ug/m3 SC,25,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/2/2020,AQS,560056666,1,24,ug/m3 SC,22,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/3/2020,AQS,560056666,1,41,ug/m3 SC,38,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/4/2020,AQS,560056666,1,15,ug/m3 SC,14,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/5/2020,AQS,560056666,1,22,ug/m3 SC,20,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/6/2020,AQS,560056666,1,28,ug/m3 SC,26,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/7/2020,AQS,560056666,1,11,ug/m3 SC,10,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/8/2020,AQS,560056666,1,13,ug/m3 SC,12,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/9/2020,AQS,560056666,1,34,ug/m3 SC,31,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/10/2020,AQS,560056666,1,17,ug/m3 SC,16,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/11/2020,AQS,560056666,1,25,ug/m3 SC,23,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/12/2020,AQS,560056666,1,18,ug/m3 SC,17,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
6/13/2020,AQS,560056666,1,41,ug/m3 SC,38,Wyodak Site 6,1,100,81102,PM10 Total 0-10um STP,23940,"Gillette, WY",56,Wyoming,5,Campbell,44.295496,-105.3687615
